MERCHANT_TX_ID,TX_ID,PAYMENT_REFERENCE,EVENT_TYPE,EVENT_TIMESTAMP,MERCHANT_ID,PAYMENT_METHOD,AMOUNT,CURRENCY,COUNTRY
88e74003-78c9-4b5c-b1aa-481e3f818392,2130413855,5X0HJ6X,SUCCEEDED,2023-09-23T11:39:49Z,TAZAPAYLIVECDKLLC4345246589,BLIK,5.89,PLN,PL
71921c13-401d-4955-a4ab-754cdc04d077,2130413637,5MF63LM,SUCCEEDED,2023-09-23T11:40:11Z,TAZAPAYLIVECDKLLC4345246589,BLIK,216.19,PLN,PL
7784318b-a5df-4372-92cb-48e6f2d7f35a,2130414677,52NH45S,SUCCEEDED,2023-09-23T11:41:41Z,TAZAPAYLIVECDKLLC4345246589,BLIK,351.29,PLN,PL
e66a030e-0166-4e8a-802a-2675130026f1,140120101724,6M0KQ5M,SUCCEEDED,2023-09-23T11:44:22Z,TAZAPAYLIVECDKLLC4345246589,BLIK,24.79,PLN,PL
e2bbecb7-09ea-4743-a08d-16898aa688ba,140120102155,6F40ZFR,SUCCEEDED,2023-09-23T11:45:22Z,TAZAPAYLIVECDKLLC4345246589,BLIK,10.67,PLN,PL
6467db22-9c5f-4962-b7be-5207f990cfa6,2130416104,5MD1TGP,SUCCEEDED,2023-09-23T11:45:32Z,TAZAPAYLIVECDKLLC4345246589,BLIK,89.09,PLN,PL
f5745564-cecb-44fb-95cf-624d805a8c9e,2130412916,56XCO66,SUCCEEDED,2023-09-23T11:46:47Z,TAZAPAYLIVECDKLLC4345246589,BLIK,405.39,PLN,PL
6ae4ad49-5cad-42aa-9345-1b6bfb211f21,140120103335,6ZP3UA3,SUCCEEDED,2023-09-23T11:48:26Z,TAZAPAYLIVECDKLLC4345246589,BLIK,367.49,PLN,PL
8b7004d6-50e9-4cb0-9a44-237a89ed2941,140120103626,6GSK03F,SUCCEEDED,2023-09-23T11:49:10Z,TAZAPAYLIVECDKLLC4345246589,BLIK,29.69,PLN,PL
aebd239b-3934-4b56-8179-23398d6475ca,2130417874,5ZGSXZ6,SUCCEEDED,2023-09-23T11:49:27Z,TAZAPAYLIVECDKLLC4345246589,BLIK,86.39,PLN,PL
a2adf453-c3df-4020-b20f-3c03f7e0ed0a,140120104919,6PU619H,SUCCEEDED,2023-09-23T11:52:30Z,TAZAPAYLIVECDKLLC4345246589,BLIK,216.19,PLN,PL
e1abb8c6-141b-495d-aaf6-f4603317ab2d,2130415447,5HBGFGK,SUCCEEDED,2023-09-23T11:52:56Z,TAZAPAYLIVECDKLLC4345246589,BLIK,221.59,PLN,PL
bf749493-7974-48c1-86a8-60b53fa1f882,2130420119,5S85K2L,SUCCEEDED,2023-09-23T11:55:54Z,TAZAPAYLIVECDKLLC4345246589,BLIK,51.29,PLN,PL
a3e150af-95da-4178-9c2a-6311946aa398,140120105189,6TJ73QZ,SUCCEEDED,2023-09-23T11:56:16Z,TAZAPAYLIVECDKLLC4345246589,BLIK,194.49,PLN,PL
95ef80c0-6a31-44d8-9e8c-1610d3863ca5,2130421324,59C312P,SUCCEEDED,2023-09-23T11:58:25Z,TAZAPAYLIVECDKLLC4345246589,BLIK,37.19,PLN,PL
